dataset,doi,journal,search_term,title,url
dataset-093,10.1002/sce.21486,Science Education,Oregon Temporary Assistance for Needy Families,Early childhood science interest development: Variation in interest patterns and parent–child interactions among low‐income families,https://doi.org/10.1002/sce.21486
dataset-093,10.1016/j.soscij.2011.12.001,The Social Science Journal,Oregon Temporary Assistance for Needy Families,"Local approaches to counter a wider pattern? Urban poverty in Portland, Oregon",https://doi.org/10.1016/j.soscij.2011.12.001
