title,journal,authors,doi,search_term,dataset_id
A virtual climate library of surface temperature over North America for 1979-2015.,Scientific data,"Kravtsov, Sergey, Roebber, Paul, Brazauskas, Vytaras",10.1038/sdata.2017.155,North American Regional Reanalysis,dataset-664
Aerosol lidar observations of atmospheric mixing in Los Angeles: Climatology and implications for greenhouse gas observations.,Journal of geophysical research. Atmospheres : JGR,"Ware, John, Kort, Eric A, DeCola, Phil, Duren, Riley",,North American Regional Reanalysis,dataset-664
Short-term effects of air temperature on plasma metabolite concentrations in patients undergoing cardiac catheterization.,Environmental research,"Hampel, Regina, Breitner, Susanne, Kraus, William E, Hauser, Elizabeth, Shah, Svati, Ward-Caviness, Cavin K, Devlin, Robert, Diaz-Sanchez, David, Neas, Lucas, Cascio, Wayne, Peters, Annette, Schneider, Alexandra",10.1016/j.envres.2016.07.010,North American Regional Reanalysis,dataset-664
Cloud fraction at the ARM SGP site: reducing uncertainty with self-organizing maps.,Theoretical and applied climatology,"Kennedy, Aaron D, Dong, Xiquan, Xi, Baike",,North American Regional Reanalysis,dataset-664
The Impacts of Wind Speed Trends and 30-Year Variability in Relation to Hydroelectric Reservoir Inflows on Wind Power in the Pacific Northwest.,PloS one,"Cross, Benjamin D, Kohfeld, Karen E, Bailey, Joseph, Cooper, Andrew B",10.1371/journal.pone.0135730,North American Regional Reanalysis,dataset-664
Estimating ground-level PM(2.5) concentrations in the southeastern U.S. using geographically weighted regression.,Environmental research,"Hu, Xuefei, Waller, Lance A, Al-Hamdan, Mohammad Z, Crosson, William L, Estes, Maurice G, Estes, Sue M, Quattrochi, Dale A, Sarnat, Jeremy A, Liu, Yang",10.1016/j.envres.2012.11.003,North American Regional Reanalysis,dataset-664
Seasonalizing mountain system recharge in semi-arid basins-climate change impacts.,Ground water,"Ajami, Hoori, Meixner, Thomas, Dominguez, Francina, Hogan, James, Maddock, Thomas",10.1111/j.1745-6584.2011.00881.x,North American Regional Reanalysis,dataset-664
Gridded meteorological data as a resource for mechanistic macroecology in coastal environments.,Ecological applications : a publication of the Ecological Society of America,"Mislan, K A S, Wethey, David S",,North American Regional Reanalysis,dataset-664
Movement ecology of migration in turkey vultures.,Proceedings of the National Academy of Sciences of the United States of America,"Mandel, J T, Bildstein, K L, Bohrer, G, Winkler, D W",10.1073/pnas.0801789105,North American Regional Reanalysis,dataset-664
