title,journal,authors,doi,search_term,dataset_id
"Evacuation planning for plausible worst case inundation scenarios in Honolulu, Hawaii.","Journal of emergency management (Weston, Mass.)","Kim, Karl, Pant, Pradip, Yamashita, Eric",10.5055/jem.2015.0223,National Flood Hazard Layer,dataset-615
Evaluations of hydrologic risk factors for canine leptospirosis: 94 cases (2002-2009).,Preventive veterinary medicine,"Raghavan, R K, Brenner, K M, Higgins, J J, Hutchinson, J M Shawn, Harkin, K R",10.1016/j.prevetmed.2012.05.004,National Flood Hazard Layer,dataset-615
