dataset-a755ac27b9721267c39b	publication-1c5d3b8b20d2bf29a09f
dataset-a755ac27b9721267c39b	publication-8800b2ce7e67cc48e99b
dataset-a755ac27b9721267c39b	publication-1707b7e80fa77065b689
dataset-a755ac27b9721267c39b	publication-37767f31df988f031e44
dataset-a755ac27b9721267c39b	publication-c5ddfe3f5fe6dd132d71
dataset-a755ac27b9721267c39b	publication-680fada44754afd3435b
dataset-a755ac27b9721267c39b	publication-9a1bc922c162220c009c
dataset-0b739bd83bc73c8ea4e1	publication-78235e5d74d5d35c5e50
dataset-2b4bcbd0e00931b60b49	publication-78235e5d74d5d35c5e50
dataset-0b739bd83bc73c8ea4e1	publication-36aa35e46df1b18e4c0b
dataset-2b4bcbd0e00931b60b49	publication-36aa35e46df1b18e4c0b
dataset-1c4bd6e13d3c15e578fa	publication-cedd33c81ecbd3f55393
dataset-1c4bd6e13d3c15e578fa	publication-f7fd7d5153e72237d353
dataset-3fe843e490beb7a18b26	publication-cedd33c81ecbd3f55393
dataset-515a08e38c69762ff789	publication-19843e3fc8699d2586e8
dataset-515a08e38c69762ff789	publication-3328cf18ae2772bed00b
dataset-515a08e38c69762ff789	publication-4a1efef4224086709b52
dataset-515a08e38c69762ff789	publication-cedd33c81ecbd3f55393
dataset-515a08e38c69762ff789	publication-f45c2734c942ab11ea19
dataset-515a08e38c69762ff789	publication-f7fd7d5153e72237d353
dataset-515a08e38c69762ff789	publication-923c76216efe1c988693
dataset-1c4bd6e13d3c15e578fa	publication-a49a8c31de22a986c972
dataset-3fe843e490beb7a18b26	publication-a49a8c31de22a986c972
dataset-515a08e38c69762ff789	publication-a49a8c31de22a986c972
dataset-1c4bd6e13d3c15e578fa	publication-b3712b3852b3c38fdeb7
dataset-1c4bd6e13d3c15e578fa	publication-580e00d36a93eda22462
dataset-1c4bd6e13d3c15e578fa	publication-6ae996028f3f5a8057a9
dataset-1c4bd6e13d3c15e578fa	publication-8a8e195667113279e03d
dataset-1c4bd6e13d3c15e578fa	publication-f864820c2ac96be88d5d
dataset-2cea7e830ce94a923473	publication-124fe58428d9f8dd2cca
dataset-2cea7e830ce94a923473	publication-3d7ae8b0e0262c2ade9f
dataset-2cea7e830ce94a923473	publication-45f7a43ab9013c1bb268
dataset-2cea7e830ce94a923473	publication-580e00d36a93eda22462
dataset-2cea7e830ce94a923473	publication-6ae996028f3f5a8057a9
dataset-2cea7e830ce94a923473	publication-6ce4737b8922be687971
dataset-2cea7e830ce94a923473	publication-77341feef066eda2cc8b
dataset-2cea7e830ce94a923473	publication-8a8e195667113279e03d
dataset-2cea7e830ce94a923473	publication-a06617b7d13931b9c31b
dataset-2cea7e830ce94a923473	publication-f864820c2ac96be88d5d
dataset-515a08e38c69762ff789	publication-580e00d36a93eda22462
dataset-515a08e38c69762ff789	publication-6ae996028f3f5a8057a9
dataset-515a08e38c69762ff789	publication-6ce4737b8922be687971
dataset-515a08e38c69762ff789	publication-8a8e195667113279e03d
dataset-2cea7e830ce94a923473	publication-90b66575e1001516cc39
dataset-3c87692e90a2461f83a5	publication-3fb7045adc59d1b94853
dataset-3c87692e90a2461f83a5	publication-7781d5b717be8053c543
dataset-a755ac27b9721267c39b	publication-3fb7045adc59d1b94853
dataset-3c87692e90a2461f83a5	publication-9e9d38a548c73ff7c123
dataset-3c87692e90a2461f83a5	publication-08784e2b55dc9077cef1
dataset-3c87692e90a2461f83a5	publication-5b0e954aadde1d1c6bdc
dataset-3c87692e90a2461f83a5	publication-66d2b5c25fe142757535
dataset-3c575fa6e18c6d130c4f	publication-11e56c4abf59a586ff45
dataset-3c575fa6e18c6d130c4f	publication-11e56c4abf59a586ff45
dataset-3c575fa6e18c6d130c4f	publication-3653807bbe5d16b8a1ae
dataset-3c575fa6e18c6d130c4f	publication-3653807bbe5d16b8a1ae
dataset-3c575fa6e18c6d130c4f	publication-3653807bbe5d16b8a1ae
dataset-3c575fa6e18c6d130c4f	publication-495e5ec74b93d8e505ba
dataset-3c575fa6e18c6d130c4f	publication-d9c85ac49618ca2f4e28
dataset-3c575fa6e18c6d130c4f	publication-94cff4e79b01232f619a
dataset-3c575fa6e18c6d130c4f	publication-94cff4e79b01232f619a
dataset-3c575fa6e18c6d130c4f	publication-ea02695293f2279e9bba
