dataset-0b739bd83bc73c8ea4e1	publication-015215104a1f5c471d36
dataset-0b739bd83bc73c8ea4e1	publication-0d1356c01c65252f03ac
dataset-0b739bd83bc73c8ea4e1	publication-1b7ae8763688b3cdc988
dataset-0b739bd83bc73c8ea4e1	publication-2579a5d29a0b5047edcf
dataset-0b739bd83bc73c8ea4e1	publication-3c8203044724dc614f4e
dataset-0b739bd83bc73c8ea4e1	publication-4815eb6dd8c2a4a6c526
dataset-0b739bd83bc73c8ea4e1	publication-5eb0977b23796de3b1d5
dataset-0b739bd83bc73c8ea4e1	publication-75d038b28d36e6a3e119
dataset-0b739bd83bc73c8ea4e1	publication-7f029199e339aadf96ce
dataset-0b739bd83bc73c8ea4e1	publication-9e6088b0bbc9ed44bf5c
dataset-0b739bd83bc73c8ea4e1	publication-a6560395a1ccefbc25cf
dataset-0b739bd83bc73c8ea4e1	publication-aeab89af303061a4fd3a
dataset-0b739bd83bc73c8ea4e1	publication-af55cc3ad9f66692eac4
dataset-0b739bd83bc73c8ea4e1	publication-bdd3d646205b36f58c59
dataset-0b739bd83bc73c8ea4e1	publication-bef4c8113333a0662495
dataset-0b739bd83bc73c8ea4e1	publication-cc8bbb439b654574e22c
dataset-0b739bd83bc73c8ea4e1	publication-dcd9db491e097cb516ed
dataset-0b739bd83bc73c8ea4e1	publication-e4ad1ede2768895db8fe
dataset-0b739bd83bc73c8ea4e1	publication-ed18321e610580647932
dataset-0b739bd83bc73c8ea4e1	publication-ed2df93ed2b21b5bce42
dataset-11a95bfc951f7d23206a	publication-139c4619390ea75b0462
dataset-11a95bfc951f7d23206a	publication-1bbf332aa8524baf77cf
dataset-11a95bfc951f7d23206a	publication-20331961a2835bfe9208
dataset-11a95bfc951f7d23206a	publication-2045b875e3c7cdeb4985
dataset-11a95bfc951f7d23206a	publication-2f4f1ecfbb1ca0af267d
dataset-11a95bfc951f7d23206a	publication-3a382bb8effd68c9a013
dataset-11a95bfc951f7d23206a	publication-3ac87bba8182f0332d93
dataset-11a95bfc951f7d23206a	publication-406b3b5b47d15fe28817
dataset-11a95bfc951f7d23206a	publication-408d82342fdc431c2899
dataset-11a95bfc951f7d23206a	publication-571f215c4d4f29c1977d
dataset-11a95bfc951f7d23206a	publication-5eeefd66b276846f9913
dataset-11a95bfc951f7d23206a	publication-60a74b11ed45e09ec09d
dataset-11a95bfc951f7d23206a	publication-718958707acda3cc1665
dataset-11a95bfc951f7d23206a	publication-a11ff7b2ad7f8a0e7416
dataset-11a95bfc951f7d23206a	publication-c2c77d78aa95b1e38f47
dataset-11a95bfc951f7d23206a	publication-da9ef68c5e7a09255209
dataset-11a95bfc951f7d23206a	publication-dca54974ff51a5f7f8ab
dataset-11a95bfc951f7d23206a	publication-deae8f422bc1dfa16aef
dataset-11a95bfc951f7d23206a	publication-eec3ec68c233e65b9fd7
dataset-11a95bfc951f7d23206a	publication-f9f1710dee6ac89e40e0
dataset-1c4bd6e13d3c15e578fa	publication-11fbd3c6896c5b46605f
dataset-1c4bd6e13d3c15e578fa	publication-286dd6e4e86eaeb0972a
dataset-1c4bd6e13d3c15e578fa	publication-3c1de2886a51ad1e99c7
dataset-1c4bd6e13d3c15e578fa	publication-4470d9e24928ce6b892c
dataset-1c4bd6e13d3c15e578fa	publication-5322c3a9d95a8dda1f1b
dataset-1c4bd6e13d3c15e578fa	publication-5dea91e34e5feb066e07
dataset-1c4bd6e13d3c15e578fa	publication-6ef0e9b68ec626f691cc
dataset-1c4bd6e13d3c15e578fa	publication-7dc3a1d8a930f805d24e
dataset-1c4bd6e13d3c15e578fa	publication-91b83030059c8cbd09f7
dataset-1c4bd6e13d3c15e578fa	publication-ad532ef27da421912bea
dataset-1c4bd6e13d3c15e578fa	publication-ae8d8ed62e85e2782f0c
dataset-1c4bd6e13d3c15e578fa	publication-c400d9e45ca0368cdc13
dataset-1c4bd6e13d3c15e578fa	publication-c486d386eda297bbad72
dataset-1c4bd6e13d3c15e578fa	publication-e4ad1ede2768895db8fe
dataset-1c4bd6e13d3c15e578fa	publication-f48c79da58d57628db66
dataset-1c4bd6e13d3c15e578fa	publication-fbfe2f52bf7b3743d61a
dataset-3fe843e490beb7a18b26	publication-11fbd3c6896c5b46605f
dataset-3fe843e490beb7a18b26	publication-286dd6e4e86eaeb0972a
dataset-3fe843e490beb7a18b26	publication-5dea91e34e5feb066e07
dataset-3fe843e490beb7a18b26	publication-7dc3a1d8a930f805d24e
dataset-3fe843e490beb7a18b26	publication-f48c79da58d57628db66
dataset-448ac11e0b84f73e9d52	publication-5322c3a9d95a8dda1f1b
dataset-564259cedfd998549ae9	publication-4470d9e24928ce6b892c
dataset-564259cedfd998549ae9	publication-86d1f309c5dce33d4fff
dataset-65f1bd30090f004fb1ba	publication-4d09d41657982247b8e8
dataset-a58edecf666ec74fdbaf	publication-2919a7f141f1ceacd570
dataset-a58edecf666ec74fdbaf	publication-406b3b5b47d15fe28817
dataset-a58edecf666ec74fdbaf	publication-a1d5337484acf3c5cf02
dataset-a58edecf666ec74fdbaf	publication-c2c77d78aa95b1e38f47
dataset-a755ac27b9721267c39b	publication-115ab850f5600beb1c80
dataset-ac5c4e48d877709b0d3f	publication-9ba91ab5597d1b0348cd
dataset-f0cbc5bf6734ac24dde6	publication-071934405555c381b716
dataset-f0cbc5bf6734ac24dde6	publication-286dd6e4e86eaeb0972a
dataset-f0cbc5bf6734ac24dde6	publication-5b324b02617ef00e9c17
dataset-f0cbc5bf6734ac24dde6	publication-c400d9e45ca0368cdc13
dataset-a755ac27b9721267c39b	publication-467ad438700782dfdb9e
dataset-a755ac27b9721267c39b	publication-7a14cd2bc0a6a8f45758
dataset-a755ac27b9721267c39b	publication-3799ed99e7f7b52caa62
dataset-a755ac27b9721267c39b	publication-2fe9557047bfe68c413c
dataset-1c4bd6e13d3c15e578fa	publication-e2194e545123492c0159
dataset-0b739bd83bc73c8ea4e1	publication-ca1cf3894a99837daf77
dataset-1c4bd6e13d3c15e578fa	publication-ca1cf3894a99837daf77
dataset-1c4bd6e13d3c15e578fa	publication-f1f36ad498fc78dc9c39
dataset-1c4bd6e13d3c15e578fa	publication-211ae7a232fc07f18951
dataset-3fe843e490beb7a18b26	publication-211ae7a232fc07f18951
dataset-0b739bd83bc73c8ea4e1	publication-cc20d19e6ea78965f5a6
dataset-1c4bd6e13d3c15e578fa	publication-1d2616746fac08621215
dataset-3fe843e490beb7a18b26	publication-1d2616746fac08621215
dataset-a755ac27b9721267c39b	publication-5d73020c3906ec689592
dataset-a755ac27b9721267c39b	publication-74cd66496bbab79c305c
dataset-a755ac27b9721267c39b	publication-d0a6de399ee7eeba4d4b
dataset-a755ac27b9721267c39b	publication-cb5e7f8a0fc0fbd7e735
