dataset,doi,search_term,title,url
dataset-209,10.15017/1456028,Colorado Temporary Assistance for Needy Families,アメリカの貧困問題と社会福祉 : 母子世帯への開発的福祉の取り組みに関する一考察,https://doi.org/10.15017/1456028
