dataset,doi,journal,search_term,title,url
dataset-148,10.1016/j.acap.2017.12.007,Academic Pediatrics,Texas Temporary Assistance for Needy Families,Randomized Controlled Trial to Prevent Infant Overweight in a High-Risk Population,https://doi.org/10.1016/j.acap.2017.12.007
