title,journal,url,authors,doi,search_term,dataset_id
Flood Risk to the Strategic Road Network in England,E3S Web of Conferences,http://dx.doi.org/10.1051/e3sconf/20160710001,"Hankin Barry, Craigen Iain, Rogers Will, Morphet Joanne, Bailey Andy, Whitehead Michael",10.1051/e3sconf/20160710001,National Flood Hazard Layer,dataset-615
Rapid Flood Progress Monitoring in Cropland with NASA SMAP,Remote Sensing,http://dx.doi.org/10.3390/rs11020191,"Rahman, Md. Shahinoor, Di, Liping, Yu, Eugene, Lin, Li, Zhang, Chen, Tang, Junmei",10.3390/rs11020191,National Flood Hazard Layer,dataset-615
