dataset,doi,journal,search_term,title,url
dataset-086,10.1080/10428232.2017.1334286,Journal of Progressive Human Services,Michigan Temporary Assistance for Needy Families,Critical Thoughts on American Social Work and the Crisis of Modernity: Lessons From Theory and Current Events,https://doi.org/10.1080/10428232.2017.1334286
